"date","dayno","seasnum","ht","at","hsc","asc"
20140412,8596,21,"fulham","norwich",1,0
20140412,8596,21,"southampton","cardiff",0,1
20140412,8596,21,"stoke","newcastle",1,0
20140412,8596,21,"sunderland","everton",0,1
20140412,8596,21,"westbromwich","tottenham",3,3
20140413,8597,21,"liverpool","manchesterc",3,2
20140413,8597,21,"swansea","chelsea",0,1
20140415,8599,21,"arsenal","westham",3,1
20140416,8600,21,"everton","crystalpalace",2,3
20140416,8600,21,"manchesterc","sunderland",2,2
20140419,8603,21,"astonvilla","southampton",0,0
20140419,8603,21,"cardiff","stoke",1,1
20140419,8603,21,"chelsea","sunderland",1,2
20140419,8603,21,"newcastle","swansea",1,2
20140419,8603,21,"tottenham","fulham",3,1
20140419,8603,21,"westham","crystalpalace",0,1
20140420,8604,21,"everton","manchesteru",2,0
20140420,8604,21,"hull","arsenal",0,3
20140420,8604,21,"norwich","liverpool",2,3
20140421,8605,21,"manchesterc","westbromwich",3,1
20140426,8610,21,"fulham","hull",2,2
20140426,8610,21,"manchesteru","norwich",4,0
20140426,8610,21,"southampton","everton",2,0
20140426,8610,21,"stoke","tottenham",0,1
20140426,8610,21,"swansea","astonvilla",4,1
20140426,8610,21,"westbromwich","westham",1,0
20140427,8611,21,"crystalpalace","manchesterc",0,2
20140427,8611,21,"liverpool","chelsea",0,2
20140427,8611,21,"sunderland","cardiff",4,0
20140428,8612,21,"arsenal","newcastle",3,0
20140503,8617,21,"astonvilla","hull",3,1
20140503,8617,21,"everton","manchesterc",2,3
20140503,8617,21,"manchesteru","sunderland",0,1
20140503,8617,21,"newcastle","cardiff",3,0
20140503,8617,21,"stoke","fulham",4,1
20140503,8617,21,"swansea","southampton",0,1
20140503,8617,21,"westham","tottenham",2,0
20140504,8618,21,"arsenal","westbromwich",1,0
20140504,8618,21,"chelsea","norwich",0,0
20140505,8619,21,"crystalpalace","liverpool",3,3
20140506,8620,21,"manchesteru","hull",3,1
20140507,8621,21,"manchesterc","astonvilla",4,0
20140507,8621,21,"sunderland","westbromwich",2,0
20140511,8625,21,"cardiff","chelsea",1,2
20140511,8625,21,"fulham","crystalpalace",2,2
20140511,8625,21,"hull","everton",0,2
20140511,8625,21,"liverpool","newcastle",2,1
20140511,8625,21,"manchesterc","westham",2,0
20140511,8625,21,"norwich","arsenal",0,2
20140511,8625,21,"southampton","manchesteru",1,1
20140511,8625,21,"sunderland","swansea",1,3
20140511,8625,21,"tottenham","astonvilla",3,0
20140511,8625,21,"westbromwich","stoke",1,2
